ID,frequency,source,destination,start,stop,duration,days,timeSpentInDay
266,S Band,CubeSat-1,LCN-12hourfrozen-2,3.268622685185185,3.292928240740741,0.024305555555555802,[3],[0.024305555555555802]
224,S Band,CubeSat-1,LCN-12hourfrozen-1,15.018645833333332,15.042951388888888,0.024305555555555358,[15],[0.024305555555555358]
302,S Band,CubeSat-1,LCN-12hourfrozen-2,25.719120370370373,25.74273148148148,0.023611111111108585,[25],[0.023611111111108585]
223,S Band,CubeSat-1,LCN-12hourfrozen-1,13.969537037037037,13.992453703703704,0.02291666666666714,[13],[0.02291666666666714]
265,S Band,CubeSat-1,LCN-12hourfrozen-2,2.219259259259259,2.2421759259259257,0.022916666666666696,[2],[0.022916666666666696]
270,S Band,CubeSat-1,LCN-12hourfrozen-2,5.1884953703703705,5.211412037037037,0.022916666666666252,[5],[0.022916666666666252]
307,S Band,CubeSat-1,LCN-12hourfrozen-2,28.688379629629633,28.711296296296297,0.022916666666663588,[28],[0.022916666666663588]
228,S Band,CubeSat-1,LCN-12hourfrozen-1,16.93878472222222,16.961006944444446,0.022222222222225696,[16],[0.022222222222225696]
215,S Band,CubeSat-1,LCN-12hourfrozen-1,9.516030092592592,9.538252314814814,0.022222222222222143,[9],[0.022222222222222143]
294,S Band,CubeSat-1,LCN-12hourfrozen-2,21.26605324074074,21.28827546296296,0.022222222222222143,[21],[0.022222222222222143]
274,S Band,CubeSat-1,LCN-12hourfrozen-2,7.723796296296296,7.745324074074074,0.021527777777778034,[7],[0.021527777777778034]
217,S Band,CubeSat-1,LCN-12hourfrozen-1,10.569722222222222,10.590555555555556,0.020833333333333925,[10],[0.020833333333333925]
296,S Band,CubeSat-1,LCN-12hourfrozen-2,22.31974537037037,22.340578703703702,0.02083333333333215,[22],[0.02083333333333215]
285,S Band,CubeSat-1,LCN-12hourfrozen-2,15.763333333333334,15.783472222222223,0.02013888888888893,[15],[0.02013888888888893]
243,S Band,CubeSat-1,LCN-12hourfrozen-1,27.513368055555556,27.533506944444444,0.020138888888887152,[27],[0.020138888888887152]
282,S Band,CubeSat-1,LCN-12hourfrozen-2,13.228831018518518,13.248275462962964,0.019444444444445708,[13],[0.019444444444445708]
206,S Band,CubeSat-1,LCN-12hourfrozen-1,4.013298611111111,4.032743055555556,0.01944444444444482,[4],[0.01944444444444482]
240,S Band,CubeSat-1,LCN-12hourfrozen-1,24.979097222222222,24.997847222222223,0.01875000000000071,[24],[0.01875000000000071]
235,S Band,CubeSat-1,LCN-12hourfrozen-1,22.010497685185186,22.028553240740738,0.01805555555555216,[22],[0.01805555555555216]
219,S Band,CubeSat-1,LCN-12hourfrozen-1,11.437291666666667,11.45465277777778,0.017361111111112493,[11],[0.017361111111112493]
277,S Band,CubeSat-1,LCN-12hourfrozen-2,10.260451388888889,10.2778125,0.017361111111110716,[10],[0.017361111111110716]
212,S Band,CubeSat-1,LCN-12hourfrozen-1,6.983981481481481,7.000648148148148,0.016666666666666607,"[6, 7]","[0.016018518518518654, 0.0006481481481479534]"
291,S Band,CubeSat-1,LCN-12hourfrozen-2,18.734236111111112,18.750902777777778,0.01666666666666572,[18],[0.01666666666666572]
269,S Band,CubeSat-1,LCN-12hourfrozen-2,4.757337962962963,4.773310185185185,0.01597222222222161,[4],[0.01597222222222161]
306,S Band,CubeSat-1,LCN-12hourfrozen-2,28.257430555555555,28.273402777777775,0.015972222222220722,[28],[0.015972222222220722]
263,S Band,CubeSat-1,LCN-12hourfrozen-2,0.738622685185185,0.7539004629629629,0.015277777777777835,[0],[0.015277777777777835]
300,S Band,CubeSat-1,LCN-12hourfrozen-2,24.23907407407408,24.253657407407413,0.01458333333333428,[24],[0.01458333333333428]
218,S Band,CubeSat-1,LCN-12hourfrozen-1,11.004583333333334,11.018472222222222,0.013888888888887507,[11],[0.013888888888887507]
309,S Band,CubeSat-1,LCN-12hourfrozen-2,29.743020833333333,29.75690972222222,0.013888888888885731,[29],[0.013888888888885731]
230,S Band,CubeSat-1,LCN-12hourfrozen-1,17.993530092592593,18.006724537037037,0.013194444444444287,"[17, 18]","[0.0064699074074070495, 0.006724537037037237]"
246,S Band,CubeSat-1,LCN-12hourfrozen-1,29.001331018518517,29.01452546296296,0.013194444444444287,[29],[0.013194444444444287]
272,S Band,CubeSat-1,LCN-12hourfrozen-2,6.243344907407407,6.256539351851852,0.013194444444444287,[6],[0.013194444444444287]
288,S Band,CubeSat-1,LCN-12hourfrozen-2,17.251238425925926,17.26443287037037,0.013194444444444287,[17],[0.013194444444444287]
280,S Band,CubeSat-1,LCN-12hourfrozen-2,11.747569444444444,11.760069444444445,0.012500000000001066,[11],[0.012500000000001066]
201,S Band,CubeSat-1,LCN-12hourfrozen-1,0.0,0.010416666666666666,0.010416666666666666,[0],[0.010416666666666666]
247,S Band,CubeSat-1,LCN-12hourfrozen-1,29.43915509259259,29.44540509259259,0.006250000000001421,[29],[0.006250000000001421]
289,S Band,CubeSat-1,LCN-12hourfrozen-2,17.689560185185186,17.694421296296294,0.004861111111107874,[17],[0.004861111111107874]
352,S Band,CubeSat-2,LCN-12hourfrozen-1,3.966412037037037,3.985110752314815,0.018698715277778,[3],[0.018698715277778]
386,S Band,CubeSat-2,LCN-12hourfrozen-1,12.965370370370373,12.983919317129631,0.018548946759258556,[12],[0.018548946759258556]
494,S Band,CubeSat-2,LCN-12hourfrozen-2,4.213946759259259,4.232445405092593,0.018498645833333605,[4],[0.018498645833333605]
401,S Band,CubeSat-2,LCN-12hourfrozen-1,16.970046296296296,16.988525439814815,0.01847914351851898,[16],[0.01847914351851898]
509,S Band,CubeSat-2,LCN-12hourfrozen-2,8.218668981481482,8.237122939814816,0.01845395833333363,[8],[0.01845395833333363]
420,S Band,CubeSat-2,LCN-12hourfrozen-1,21.96431712962963,21.98271152777778,0.018394398148149804,[21],[0.018394398148149804]
523,S Band,CubeSat-2,LCN-12hourfrozen-2,12.22320601851852,12.24159462962963,0.01838861111111001,[12],[0.01838861111111001]
350,S Band,CubeSat-2,LCN-12hourfrozen-1,3.4718750000000003,3.4902273726851853,0.01835237268518508,[3],[0.01835237268518508]
435,S Band,CubeSat-2,LCN-12hourfrozen-1,25.96903935185185,25.987376180555557,0.01833682870370623,[25],[0.01833682870370623]
541,S Band,CubeSat-2,LCN-12hourfrozen-2,17.217650462962965,17.23595741898148,0.01830695601851673,[17],[0.01830695601851673]
449,S Band,CubeSat-2,LCN-12hourfrozen-1,29.973564814814818,29.99183917824074,0.01827436342592037,[29],[0.01827436342592037]
570,S Band,CubeSat-2,LCN-12hourfrozen-2,25.22658564814815,25.244852106481485,0.01826645833333629,[25],[0.01826645833333629]
555,S Band,CubeSat-2,LCN-12hourfrozen-2,21.222233796296297,21.240474039351852,0.018240243055554828,[21],[0.018240243055554828]
399,S Band,CubeSat-2,LCN-12hourfrozen-1,16.475324074074074,16.493504918981483,0.01818084490740901,[16],[0.01818084490740901]
574,S Band,CubeSat-2,LCN-12hourfrozen-2,26.216620370370368,26.234777152777777,0.018156782407409366,[26],[0.018156782407409366]
447,S Band,CubeSat-2,LCN-12hourfrozen-1,29.478611111111107,29.496749814814816,0.01813870370370907,[29],[0.01813870370370907]
403,S Band,CubeSat-2,LCN-12hourfrozen-1,17.46519675925926,17.48331752314815,0.018120763888887836,[17],[0.018120763888887836]
418,S Band,CubeSat-2,LCN-12hourfrozen-1,21.469895833333336,21.48795238425926,0.018056550925923176,[21],[0.018056550925923176]
526,S Band,CubeSat-2,LCN-12hourfrozen-2,12.765023472222223,12.783078703703707,0.018055231481483247,[12],[0.018055231481483247]
370,S Band,CubeSat-2,LCN-12hourfrozen-1,8.513080833333333,8.53113425925926,0.018053425925925737,[8],[0.018053425925925737]
419,S Band,CubeSat-2,LCN-12hourfrozen-1,21.516426666666664,21.534479166666667,0.018052500000003135,[21],[0.018052500000003135]
385,S Band,CubeSat-2,LCN-12hourfrozen-1,12.517596134259259,12.535648148148148,0.018052013888889107,[12],[0.018052013888889107]
493,S Band,CubeSat-2,LCN-12hourfrozen-2,3.7661729861111115,3.784224537037037,0.018051550925925586,[3],[0.018051550925925586]
575,S Band,CubeSat-2,LCN-12hourfrozen-2,26.26332633101852,26.281377314814815,0.01805098379629655,[26],[0.01805098379629655]
510,S Band,CubeSat-2,LCN-12hourfrozen-2,8.265596273148148,8.283645833333333,0.018049560185184887,[8],[0.018049560185184887]
402,S Band,CubeSat-2,LCN-12hourfrozen-1,17.017009247685184,17.03505787037037,0.018048622685185478,[17],[0.018048622685185478]
542,S Band,CubeSat-2,LCN-12hourfrozen-2,17.264454305555557,17.2825,0.018045694444442262,[17],[0.018045694444442262]
387,S Band,CubeSat-2,LCN-12hourfrozen-1,13.012522743055557,13.03056712962963,0.018044386574072036,[13],[0.018044386574072036]
553,S Band,CubeSat-2,LCN-12hourfrozen-2,20.72738425925926,20.745403854166664,0.018019594907404013,[20],[0.018019594907404013]
433,S Band,CubeSat-2,LCN-12hourfrozen-1,25.474386574074074,25.492395844907406,0.018009270833331925,[25],[0.018009270833331925]
505,S Band,CubeSat-2,LCN-12hourfrozen-2,7.2290625,7.24706019675926,0.01799769675925944,[7],[0.01799769675925944]
535,S Band,CubeSat-2,LCN-12hourfrozen-2,15.732905324074075,15.750902928240741,0.017997604166666292,[15],[0.017997604166666292]
539,S Band,CubeSat-2,LCN-12hourfrozen-2,16.72306712962963,16.7410353587963,0.017968229166669403,[16],[0.017968229166669403]
380,S Band,CubeSat-2,LCN-12hourfrozen-1,11.481006944444445,11.498969467592593,0.017962523148147724,[11],[0.017962523148147724]
