2460806.5006944444,-1977.5978828452867,3933.3958403700703,5328.209727707311
2460806.501388889,-2303.207087940249,3626.562378924763,5414.1687084757195
2460806.502083333,-2618.838422266154,3304.017848630689,5476.607520138514
2460806.5027777776,-2923.124945022395,2967.1601368927304,5515.255850176703
2460806.503472222,-3214.7487097933763,2617.4487628870243,5529.946262924842
2460806.504166667,-3492.4463791907187,2256.3986341183254,5520.61489333125
2460806.5048611113,-3755.01461583364,1885.5735765083932,5487.301715649519
2460806.5055555557,-4001.315225753008,1506.5796672142822,5430.150386289642
2460806.50625,-4230.280041013265,1121.0583866653155,5349.407660705715
2460806.5069444445,-4440.915518978562,730.6796195328898,5245.422385383092
2460806.507638889,-4632.3070418745765,337.1345276857089,5118.644066968018
2460806.5083333333,-4803.622900881425,-57.87168356283714,4969.62101975709
2460806.5090277777,-4954.117944082703,-452.6270737469102,4798.99809665433
2460806.509722222,-5083.136873418254,-845.4203266827504,4607.514007531098
2460806.5104166665,-5190.117173659038,-1234.5481326304593,4395.998230891633
2460806.511111111,-5274.591656636752,-1618.3225613029751,4165.367527863302
2460806.511805556,-5336.190606636845,-1995.0783986188005,3916.6220664163707
2460806.5125,-5374.643511854364,-2363.180412420532,3650.841169042163
2460806.5131944446,-5389.780369604428,-2721.030516365878,3369.1786967892695
2460806.513888889,-5381.53255382439,-3067.0747980518895,3072.858086064984
2460806.5145833334,-5349.933235490113,-3399.8103770356283,2763.167057158782
2460806.515277778,-5295.117348612662,-3717.7920596422277,2441.452014580861
2460806.515972222,-5217.321096970837,-4019.638754740859,2109.1121641782806
2460806.5166666666,-5116.880999150526,-4304.039618273531,1767.5933715346328
2460806.517361111,-4994.232472856195,-4569.759891653405,1418.3817919259534
2460806.5180555554,-4849.90796126694,-4815.646404598217,1062.9972994673628
2460806.51875,-4684.534609180996,-5040.632709134675,702.9867514586639
2460806.519444444,-4498.831496986635,-5243.743819758707,339.9171173763768
2460806.520138889,-4293.606447855619,-5424.100529809511,-24.6314862592214
2460806.5208333335,-4069.7524207972224,-5580.92328499983,-389.072825850751
2460806.521527778,-3828.2435119422094,-5713.535589699983,-751.8216016434707
2460806.5222222223,-3570.130582394051,-5821.366931922489,-1111.3004885068701
2460806.5229166667,-3296.536539266746,-5903.955211152224,-1465.9471253801978
2460806.523611111,-3008.6512936752997,-5960.948660107664,-1814.2210208851557
2460806.5243055555,-2707.726426945929,-5992.107252609103,-2154.6103357230427
2460806.525,-2395.069590465534,-5997.3035955570995,-2485.6385133782173
2460806.5256944443,-2072.0386744065963,-5976.523304421729,-2805.8707215835816
2460806.5263888887,-1740.035773322005,-5929.864866581862,-3113.920078657845
