ID,frequency,source,destination,start,stop,duration,conflicts,days,timeSpentInDay
0,Ka Band,Sat1,ASF,0.0,0.5,0.5,[],[0],[0.5]
1,Ka Band,Sat1,ASF,0.5,0.8,0.30000000000000004,[],[0],[0.30000000000000004]
